Year,Category,Title,Type,Quality,Units,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Note
2006,VEGETABLES,Celery,All Washed,Ave,$/kg,,,,,,0.68,0.58,0.51,0.49,0.46,0.48,,
2006,VEGETABLES,Courgettes,All Varieties,1st,$/kg,,,,,,0.83,0.73,0.94,0.9,0.65,,,
2006,VEGETABLES,Courgettes,All Varieties,2nd,$/kg,,,,,,0.51,0.54,0.73,0.6,0.67,,,
2006,VEGETABLES,Courgettes,All Varieties,Ave,$/kg,,,,,,0.82,0.69,0.87,0.77,0.66,,,
2006,VEGETABLES,Cucumbers,All Varieties,1st,$/kg,,0.74,0.66,0.55,0.58,0.65,0.68,0.81,0.63,0.63,,,
2006,VEGETABLES,Cucumbers,All Varieties,2nd,$/kg,,0.4,0.41,0.4,0.39,0.46,0.48,0.6,0.43,0.39,,,
2006,VEGETABLES,Cucumbers,All Varieties,Ave,$/kg,,0.73,0.62,0.52,0.53,0.6,0.62,0.75,0.58,0.56,,,
2006,VEGETABLES,Dwarf, French or Kidney,1st,$/kg,,,,,,,,,1.91,1.68,1.6,1.38,
2006,VEGETABLES,Dwarf, French or Kidney,2nd,$/kg,,,,,,,,1.32,1.41,1.3,1.17,,
2006,VEGETABLES,Dwarf, French or Kidney,Ave,$/kg,,,,,,,,1.74,1.58,1.49,1.19,,
2006,VEGETABLES,Leeks,Trimmed,1st,$/kg,0.77,0.82,0.99,1.06,0.92,,0.98,0.95,0.92,0.86,0.82,0.79,
2006,VEGETABLES,Leeks,Trimmed,2nd,$/kg,0.59,0.65,0.77,0.8,0.79,,0.88,0.84,0.81,0.68,0.61,0.59,
2006,VEGETABLES,Leeks,Trimmed,Ave,$/kg,0.72,0.77,0.93,0.96,0.85,,0.97,0.94,0.9,0.82,0.78,0.75,
2006,VEGETABLES,Lettuce,Butterhead - Indoor,1st,$/head,0.22,0.23,0.23,0.23,0.23,0.24,0.26,0.28,0.25,0.23,0.24,0.25,
2006,VEGETABLES,Lettuce,Butterhead - Indoor,2nd,$/head,0.17,0.17,0.17,0.17,0.18,0.18,0.21,0.22,0.19,0.18,0.18,0.2,
2006,VEGETABLES,Lettuce,Butterhead - Indoor,Ave,$/head,0.21,0.22,0.22,0.22,0.22,0.23,0.25,0.27,0.24,0.23,0.24,0.25,
2006,VEGETABLES,Lettuce,Cos,1st,$/head,,,,0.65,0.47,0.47,0.43,0.4,0.39,0.39,,,
2006,VEGETABLES,Lettuce,Cos,2nd,$/head,,,,0.4,0.34,0.31,0.29,0.27,0.25,0.28,,,
2006,VEGETABLES,Lettuce,Cos,Ave,$/head,,,,0.55,0.43,0.42,0.4,0.37,0.36,0.37,,,
2006,VEGETABLES,Lettuce,Crisp-Iceberg Type,1st,$/head,,,,,0.4,0.37,0.35,0.41,0.34,0.29,0.67,,
2006,VEGETABLES,Lettuce,Crisp-Iceberg Type,2nd,$/head,,,,,0.29,0.28,0.28,0.32,0.23,0.15,,,
2006,VEGETABLES,Lettuce,Crisp-Iceberg Type,Ave,$/head,,,,,0.38,0.35,0.33,0.39,0.31,0.25,,,
2006,VEGETABLES,Lettuce,Little Gem,1st,$/twin,0.5,0.48,,0.47,0.4,0.37,0.36,0.4,0.38,0.4,0.47,0.48,
2006,VEGETABLES,Lettuce,Little Gem,2nd,$/twin,,,,0.45,0.3,0.29,0.33,0.31,0.3,0.27,0.3,,
2006,VEGETABLES,Lettuce,Little Gem,Ave,$/twin,,,,0.47,0.39,0.36,0.36,0.39,0.37,0.39,0.47,,
2006,VEGETABLES,Mushrooms,Button - Indoor,-,$/kg,1.17,1.22,1.49,1.02,0.94,1.03,0.66,1.82,1.85,1.04,1.1,1.21,
2006,VEGETABLES,Mushrooms,Cup - Indoor,-,$/kg,1.22,1.28,1.55,1.23,1.13,1.09,1.12,1.35,1.48,1.39,1.43,1.1,
2006,VEGETABLES,Mushrooms,Flat - Indoor,-,$/kg,1.53,1.56,1.38,1.24,1.16,0.98,1.31,1.41,1.32,1.28,,2,
2006,VEGETABLES,Parsnips,All Varieties,-,$/kg,0.66,0.58,0.59,0.62,0.61,0.7,0.76,0.86,0.84,0.82,0.78,0.83,
2006,VEGETABLES,Rhubarb,Forced,-,$/kg,2.12,1.88,1.62,1.6,,,,,,,,,
2006,VEGETABLES,Rhubarb,Outdoor,-,$/kg,,,2.4,1.06,0.66,0.67,0.68,0.6,0.54,0.74,,,
2006,VEGETABLES,Runner Beans,Runner-Climbing,1st,$/kg,,,,,,4.33,2.03,1.71,1.3,1.15,,,
2006,VEGETABLES,Runner Beans,Runner-Climbing,2nd,$/kg,,,,,,,1.21,1.09,0.79,0.82,,,
2006,VEGETABLES,Runner Beans,Runner-Climbing,Ave,$/kg,,,,,,,1.87,1.57,1.12,0.97,,,
2006,VEGETABLES,Salad Onions,Salad,-,$/bunch,,,,0.19,0.18,0.17,0.18,0.18,0.18,0.19,,,
2006,VEGETABLES,Shelling Peas,All Varieties,1st,$/kg,,,,,1.57,1.25,0.99,1.22,1.47,1.32,,,
2006,VEGETABLES,Shelling Peas,All Varieties,2nd,$/kg,,,,,,0.95,0.73,1.01,0.93,1.1,,,
2006,VEGETABLES,Shelling Peas,All Varieties,Ave,$/kg,,,,,,1.16,0.9,1.11,1.05,1.21,,,
2006,VEGETABLES,Swede,All Varieties,-,$/kg,0.24,0.24,0.25,0.26,0.28,0.42,0.45,0.41,0.36,0.32,0.29,0.29,
2006,VEGETABLES,Sweetcorn,All Varieties,-,$/cob,,,,,,,0.21,0.2,0.18,0.19,,,
2006,VEGETABLES,Tomatoes,Round,1st,$/kg,,1.92,1.35,1.24,0.89,0.72,0.74,0.73,0.85,0.7,0.57,,
2006,VEGETABLES,Tomatoes,Round,2nd,$/kg,,,0.66,0.79,0.57,0.43,0.52,0.49,0.6,0.53,0.27,,
2006,VEGETABLES,Tomatoes,Round,Ave,$/kg,,,1.29,1.16,0.81,0.64,0.68,0.67,0.79,0.66,0.45,,
2006,VEGETABLES,Tomatoes,Vine,1st,$/kg,,,1.42,1.31,0.98,0.81,0.77,0.73,0.91,0.86,,,
2006,VEGETABLES,Tomatoes,Vine,2nd,$/kg,,,0.92,0.94,0.65,0.53,0.68,0.71,0.73,0.59,0.44,,
2006,VEGETABLES,Tomatoes,Vine,Ave,$/kg,,,1.4,1.3,0.91,0.75,0.75,0.73,0.88,0.81,,,
2006,VEGETABLES,Tomatoes,Cherry,1st,$/kg,,3.8,3.13,2.61,2.05,2.03,2.34,2.13,2.17,2.25,1.24,,
2006,VEGETABLES,Tomatoes,Cherry,2nd,$/kg,,,,2,1.29,1.3,1.03,1.18,1.11,,,,
2006,VEGETABLES,Tomatoes,Cherry,Ave,$/kg,,,,2.6,1.88,1.98,2.03,1.94,2.05,,,,
2006,VEGETABLES,Tomatoes,Plum,1st,$/kg,,1.92,1.31,1.22,0.87,0.82,0.86,0.8,0.88,0.83,,,
2006,VEGETABLES,Tomatoes,Plum,2nd,$/kg,,,0.55,0.55,0.44,0.39,0.63,0.62,0.68,,,,
2006,VEGETABLES,Tomatoes,Plum,Ave,$/kg,,,1.28,1.2,0.83,0.79,0.79,0.77,0.87,,,,
2006,VEGETABLES,Turnip,All Varieties,-,$/kg,0.5,0.4,0.41,0.45,0.87,0.78,0.57,0.67,0.7,0.99,0.89,0.89,
2006,VEGETABLES,Watercress,All Varieties,-,$/bunch,,0.49,0.36,0.39,0.4,0.41,0.39,0.38,0.37,0.4,0.48,0.46,
2006,CUT FLOWERS,Alstromeria,Indoor,-,$/bunch(1),0.89,0.86,0.87,0.87,0.75,0.74,0.75,0.72,0.78,0.77,0.81,0.83,
2006,CUT FLOWERS,Chrysanthemums Flowers,Indoor-bloom,-,$/bloom,,,0.25,0.33,0.29,0.31,0.27,0.31,0.31,0.32,0.37,0.4,
2006,CUT FLOWERS,Chrysanthemums Flowers,Indoor-spray,-,$/spray,0.14,0.14,0.16,0.15,0.15,0.17,0.16,0.16,0.13,0.18,0.16,0.12,
2006,CUT FLOWERS,Gladioli,All Varieties,-,$/bunch(1),,,,,,0.59,0.48,0.43,0.43,0.45,,,
2006,CUT FLOWERS,Irises,Indoor,-,$/bunch(1),,,0.47,0.41,0.44,0.3,0.36,0.48,0.52,0.45,0.44,,
2006,Narcissus-inc.Daffodils,Oriental Lilies,Homegrown,-,$/stem,0.4,0.48,0.5,0.41,0.51,0.5,0.37,0.37,0.42,0.42,0.46,0.52,
2006,Narcissus-inc.Daffodils,Pinks,All Varieties,-,$/bunch(3),,,,,0.34,0.27,0.23,0.25,0.25,0.23,,0.45,
2006,Narcissus-inc.Daffodils,Tulips,Indoor,-,$/bunch(4),0.66,0.6,0.61,0.63,0.54,,,,,1.05,0.88,0.78,
2006,POT PLANTS,Begonia-Elatior,13cm,-,$ each,,0.96,0.74,0.84,0.82,0.73,0.85,0.81,0.64,0.6,,1.25,
2006,POT PLANTS,Cyclamen,13cm,-,$ each,1.11,1.06,1.07,,,,1.34,1.32,1.12,1.14,1.15,1.24,
2006,POT PLANTS,Poinsettia,13cm,-,$ each,,,,,,,,,,,2.82,2.43,
2006,POT PLANTS,Chrysanthemum,9cm,-,$ each,,,,,,,,,,0.75,,,
2006,POT PLANTS,Chrysanthemum,13cm,-,$ each,0.95,0.93,0.89,0.96,1.01,1,1,1.02,1.07,1.05,1.11,1.22,
2007,FRUIT,Blackberries,All Varieties,-,$/kg,,,,,,3.43,3.44,3.55,,,,,
2007,FRUIT,Blackcurrants,All Varieties,-,$/kg,,,,,,,3.65,3.84,,,,,
2007,FRUIT,Cherries,Sweet Black,1st,$/kg,,,,,,2.02,2.34,2.43,,,,,
2007,FRUIT,Cherries,Sweet Black,2nd,$/kg,,,,,,1.21,1.45,,,,,,
2007,FRUIT,Cherries,Sweet Black,Ave,$/kg,,,,,,1.87,2.08,,,,,,
2007,FRUIT,Cherries,Sweet White,1st,$/kg,,,,,,,,,,,,,
2007,FRUIT,Cherries,Sweet White,2nd,$/kg,,,,,,,,,,,,,
2007,FRUIT,Cherries,Sweet White,Ave,$/kg,,,,,,,,,,,,,
2007,FRUIT,Cooking Apples,Bramley's Seedling,1st,$/kg,0.53,0.55,0.53,0.65,0.65,0.8,0.9,0.69,0.57,0.58,0.6,0.62,
2007,FRUIT,Cooking Apples,Bramley's Seedling,2nd,$/kg,0.36,0.38,0.35,0.46,0.49,0.6,0.65,0.52,0.42,0.35,0.35,0.4,
2007,FRUIT,Cooking Apples,Bramley's Seedling,Ave,$/kg,0.49,0.5,0.47,0.6,0.61,0.73,0.81,0.64,0.54,0.52,0.53,0.57,
2007,FRUIT,Damsons,All Varieties,1st,$/kg,,,,,,,1.14,0.94,1.1,,,,
2007,FRUIT,Damsons,All Varieties,2nd,$/kg,,,,,,,,0.69,0.72,,,,
2007,FRUIT,Damsons,All Varieties,Ave,$/kg,,,,,,,,0.89,0.99,,,,
2007,FRUIT,Dessert Apples,Cox's Orange-group,1st,$/kg,0.6,0.7,0.73,0.79,,,,0.94,0.66,0.62,0.64,0.64,
2007,FRUIT,Dessert Apples,Cox's Orange-group,2nd,$/kg,0.37,0.42,0.35,0.54,,,,0.77,0.42,0.4,0.39,0.38,
2007,FRUIT,Dessert Apples,Cox's Orange-group,Ave,$/kg,0.54,0.65,0.67,0.7,,,,0.93,0.61,0.56,0.58,0.58,
2007,FRUIT,Dessert Apples,Discovery,1st,$/kg,,,,,,,0.76,0.52,,,,,
2007,FRUIT,Dessert Apples,Discovery,2nd,$/kg,,,,,,,0.52,0.38,0.3,,,,
2007,FRUIT,Dessert Apples,Discovery,Ave,$/kg,,,,,,,0.73,0.48,,,,,
2007,FRUIT,Dessert Apples,Egremont Russet,1st,$/kg,0.61,,,,,,,0.81,0.74,0.75,0.7,0.67,
2007,FRUIT,Dessert Apples,Egremont Russet,2nd,$/kg,0.39,,,,,,,,0.48,0.33,0.5,0.5,
2007,FRUIT,Dessert Apples,Egremont Russet,Ave,$/kg,0.6,,,,,,,,0.71,0.74,0.68,0.66,
2007,FRUIT,Dessert Apples,Spartan,1st,$/kg,,,,,,,,,0.49,0.49,0.54,0.48,
2007,FRUIT,Dessert Apples,Spartan,2nd,$/kg,,,,,,,,,0.28,0.33,,,
2007,FRUIT,Dessert Apples,Spartan,Ave,$/kg,,,,,,,,,0.48,0.48,,,
2007,FRUIT,Dessert Apples,Worcester Pearmain,1st,$/kg,,,,,,,,0.61,0.56,0.48,,,
2007,FRUIT,Dessert Apples,Worcester Pearmain,2nd,$/kg,,,,,,,,,0.4,0.33,,,
2007,FRUIT,Dessert Apples,Worcester Pearmain,Ave,$/kg,,,,,,,,,0.53,0.47,,,
2007,FRUIT,Dessert Apples,Red Pippin,1st,$/kg,,,,,,,,,0.66,0.44,0.71,,
2007,FRUIT,Dessert Apples,Red Pippin,2nd,$/kg,,,,,,,,,,,,0.39,
2007,FRUIT,Dessert Apples,Red Pippin,Ave,$/kg,,,,,,,,,,,,,
2007,FRUIT,Dessert Apples,Gala,1st,$/kg,0.55,0.53,0.67,,,,,,0.61,0.55,0.54,0.5,
2007,FRUIT,Dessert Apples,Gala,2nd,$/kg,0.4,0.36,0.6,,,,,,,0.4,0.35,0.33,
2007,FRUIT,Dessert Apples,Gala,Ave,$/kg,0.53,0.51,0.66,,,,,,,0.54,0.5,0.46,
2007,FRUIT,Dessert Apples,Other Early Season,-,$/kg,,,,,,,0.66,0.6,0.46,0.49,,,
2007,FRUIT,Dessert Apples,Other Mid Season,-,$/kg,0.51,,,,,,,,0.49,0.54,0.51,0.53,
2007,FRUIT,Dessert Apples,Other Late Season,-,$/kg,0.53,0.54,0.51,0.47,0.48,,,,,0.59,0.65,0.48,
2007,FRUIT,Dessert Apples,Jonogold - group,1st,$/kg,,,,,,,,,,0.52,0.5,0.54,
2007,FRUIT,Dessert Apples,Jonogold - group,2nd,$/kg,,,,,,,,,,0.34,0.34,,
2007,FRUIT,Dessert Apples,Jonogold - group,Ave,$/kg,,,,,,,,,,0.52,0.47,,
2007,FRUIT,Gooseberries,All Varieties,-,$/kg,,,,,2.76,1.96,2.09,,,,,,
2007,FRUIT,Pears,Conference,1st,$/kg,0.48,0.46,0.46,0.46,0.46,0.44,,0.54,0.48,0.49,0.49,0.48,
2007,FRUIT,Pears,Conference,2nd,$/kg,0.33,0.32,0.37,0.34,0.39,0.39,0.27,0.5,0.37,0.36,0.37,0.37,
2007,FRUIT,Pears,Conference,Ave,$/kg,0.41,0.38,0.4,0.4,0.42,0.39,,0.54,0.45,0.45,0.44,0.44,
2007,FRUIT,Pears,Doyenne Du Comice,1st,$/kg,0.51,0.53,0.48,0.42,,,,,0.5,0.55,0.55,0.52,
2007,FRUIT,Pears,Doyenne Du Comice,2nd,$/kg,0.28,0.31,0.3,0.33,,,,,0.39,0.39,0.39,0.37,
2007,FRUIT,Pears,Doyenne Du Comice,Ave,$/kg,0.51,0.51,0.47,0.39,,,,,0.49,0.51,0.51,0.48,
2007,FRUIT,Pears,William's Bon Chretien,1st,$/kg,,,,,,,,0.55,0.52,,,,
2007,FRUIT,Pears,William's Bon Chretien,2nd,$/kg,,,,,,,,0.5,0.5,,,,
2007,FRUIT,Pears,William's Bon Chretien,Ave,$/kg,,,,,,,,0.52,0.51,,,,
2007,FRUIT,Pears,Other,1st,$/kg,0.39,,,,,,,,0.43,,0.39,0.29,
2007,FRUIT,Pears,Other,2nd,$/kg,,,,,,,,0.5,0.43,0.39,0.4,0.41,
2007,FRUIT,Pears,Other,Ave,$/kg,,,,,,,,,0.43,,0.39,0.36,
2007,FRUIT,Plums and Gages,Czar,1st,$/kg,,,,,,,,,,,,,
2007,FRUIT,Plums and Gages,Czar,2nd,$/kg,,,,,,,0.39,,,,,,
2007,FRUIT,Plums and Gages,Czar,Ave,$/kg,,,,,,,,,,,,,
2007,FRUIT,Plums and Gages,Majorie's Seedling,1st,$/kg,,,,,,,,0.74,0.63,0.49,,,
2007,FRUIT,Plums and Gages,Majorie's Seedling,2nd,$/kg,,,,,,,,,0.49,,,,
2007,FRUIT,Plums and Gages,Majorie's Seedling,Ave,$/kg,,,,,,,,,0.58,,,,
2007,FRUIT,Plums and Gages,Victoria,1st,$/kg,,,,,,,0.97,0.82,0.61,,,,
2007,FRUIT,Plums and Gages,Victoria,2nd,$/kg,,,,,,,,0.55,0.57,,,,
2007,FRUIT,Plums and Gages,Victoria,Ave,$/kg,,,,,,,,0.74,0.59,,,,
2007,FRUIT,Plums and Gages,Other Varieties,-,$/kg,,,,,,,0.77,0.68,0.7,,,,
2007,FRUIT,Raspberries,All Varieties,-,$/kg,,,,,7.08,5.27,5.98,5.63,7.9,8.97,8.85,,
2007,FRUIT,Redcurrants,All Varieties,-,$/kg,,,,,,,3.14,4,4,,,,
2007,FRUIT,Strawberries,All Varieties,1st,$/kg,,,,3.25,2.02,1.76,2.33,1.85,1.83,2.01,2.14,,
2007,FRUIT,Strawberries,All Varieties,2nd,$/kg,,,,1.21,1.08,1,1.25,1,0.93,1.34,1.43,1.98,
2007,FRUIT,Strawberries,All Varieties,Ave,$/kg,,,,2.18,1.57,1.46,1.9,1.53,1.54,1.75,1.99,,
2007,VEGETABLES,Asparagus,All Varieties,1st,$/kg,,,,5.02,4.4,4.98,,,,,,,
2007,VEGETABLES,Asparagus,All Varieties,2nd,$/kg,,,,2.71,2.32,4,,,,,,,
2007,VEGETABLES,Asparagus,All Varieties,Ave,$/kg,,,,4.5,3.78,4.8,,,,,,,
2007,VEGETABLES,Beetroot,Topped,-,$/kg,0.27,0.26,0.26,0.28,,0.48,0.39,0.37,0.37,0.36,0.36,0.35,
2007,VEGETABLES,Broad Beans,Broad,-,$/kg,,,,,0.96,0.87,0.85,0.97,0.92,0.91,,,
2007,VEGETABLES,Brussels Sprouts,All Varieties,1st,$/kg,0.62,0.55,0.52,0.57,,,1.21,1.07,0.69,0.72,0.66,0.74,
2007,VEGETABLES,Brussels Sprouts,All Varieties,2nd,$/kg,0.46,0.35,0.37,0.4,,,,0.76,0.52,0.46,0.42,0.5,
2007,VEGETABLES,Brussels Sprouts,All Varieties,Ave,$/kg,0.57,0.5,0.47,0.48,,,,0.99,0.65,0.67,0.62,0.7,
2007,VEGETABLES,Bulb Onions,Yellow,1st,$/kg,0.29,0.28,0.3,0.41,0.5,0.41,0.32,0.21,0.17,0.17,0.17,0.16,
2007,VEGETABLES,Bulb Onions,Yellow,2nd,$/kg,0.25,0.22,0.25,0.33,0.38,0.41,0.39,0.23,0.17,0.18,0.16,0.15,previously down as bulb only
2007,VEGETABLES,Bulb Onions,Yellow,Ave,$/kg,0.26,0.24,0.26,0.35,0.39,0.41,0.38,0.22,0.17,0.18,0.16,0.15,
2007,VEGETABLES,Bulb Onions,Red,1st,$/kg,0.44,0.45,0.45,0.5,0.49,0.45,,0.46,0.45,0.39,0.4,0.36,
2007,VEGETABLES,Bulb Onions,Red,2nd,$/kg,0.33,0.29,0.3,0.39,0.4,0.35,,0.36,0.31,0.27,0.26,0.23,new item this year
2007,VEGETABLES,Bulb Onions,Red,Ave,$/kg,0.39,0.4,0.41,0.46,0.47,0.41,,0.41,0.42,0.37,0.35,0.24,
2007,VEGETABLES,Cabbage,Red,1st,$/kg,0.32,0.31,0.31,0.41,0.53,0.56,0.52,0.47,0.43,0.4,0.39,0.41,
2007,VEGETABLES,Cabbage,Red,2nd,$/kg,0.27,0.27,0.26,0.32,0.41,0.5,0.5,0.37,0.33,0.32,0.3,0.31,
2007,VEGETABLES,Cabbage,Red,Ave,$/kg,0.31,0.3,0.3,0.39,0.51,0.55,0.52,0.45,0.42,0.38,0.37,0.4,
2007,VEGETABLES,Cabbage,Savoy,1st,$/head,0.28,0.29,0.32,0.33,,0.44,0.49,0.57,0.52,0.46,0.36,0.35,
2007,VEGETABLES,Cabbage,Savoy,2nd,$/head,0.23,0.22,0.27,0.28,0.46,0.38,0.38,0.44,0.42,0.35,0.3,0.3,
2007,VEGETABLES,Cabbage,Savoy,Ave,$/head,0.27,0.29,0.31,0.32,,0.44,0.47,0.55,0.5,0.44,0.35,0.35,
2007,VEGETABLES,Cabbage,Spring Greens - Loose,-,$/kg,0.45,0.37,0.47,0.46,0.5,0.54,,,0.72,0.64,0.59,0.54,
2007,VEGETABLES,Cabbage,Spring Greens - Prepacked,-,$/kg,0.72,0.7,0.67,0.67,0.68,0.71,0.81,0.8,0.76,0.75,0.74,0.74,
2007,VEGETABLES,Cabbage,Summer & Autumn-Pointed,1st,$/kg,0.43,0.4,,0.5,0.43,0.39,0.43,0.54,0.51,0.48,0.49,0.55,
2007,VEGETABLES,Cabbage,Summer & Autumn-Pointed,2nd,$/kg,,,0.4,0.34,0.24,0.22,0.29,0.52,,0.3,0.23,0.45,
2007,VEGETABLES,Cabbage,Summer & Autumn-Pointed,Ave,$/kg,,,,0.5,0.41,0.36,0.41,0.53,,0.46,0.41,0.55,
2007,VEGETABLES,Cabbage,Summer & Autumn-Round,1st,$/head,0.28,0.26,0.26,0.27,0.35,0.29,0.43,0.58,0.53,0.41,0.39,0.37,
2007,VEGETABLES,Cabbage,Summer & Autumn Round,2nd,$/head,0.21,0.21,0.19,0.19,0.27,0.22,0.29,0.41,0.39,0.32,0.29,0.27,
2007,VEGETABLES,Cabbage,Summer & Autumn Round,Ave,$/head,0.26,0.25,0.25,0.26,0.35,0.29,0.41,0.55,0.51,0.39,0.37,0.35,
2007,VEGETABLES,Cabbage,White,1st,$/kg,0.24,0.25,0.26,0.29,0.29,0.28,0.35,0.42,0.44,0.43,0.39,0.38,
2007,VEGETABLES,Cabbage,White,2nd,$/kg,0.21,0.23,0.22,0.24,0.24,0.24,0.28,0.36,0.35,0.35,0.33,0.32,
2007,VEGETABLES,Cabbage,White,Ave,$/kg,0.24,0.25,0.25,0.28,0.28,0.28,0.34,0.41,0.42,0.42,0.38,0.37,
2007,VEGETABLES,Cabbage,Winter Other,1st,$/head,0.29,0.31,0.29,0.31,0.34,,,,,,0.38,0.35,
2007,VEGETABLES,Cabbage,Winter Other,2nd,$/head,0.22,0.2,0.23,0.25,0.29,,,,,,,,
2007,VEGETABLES,Cabbage,Winter Other,Ave,$/head,0.28,0.29,0.29,0.3,0.32,,,,,,,,
2007,VEGETABLES,Calabrese,All Varieties,-,$/kg,,,,,,1.19,2.44,1.62,1.75,1.07,1.06,1.11,
2007,VEGETABLES,Capsicums,Green,1st,$/kg,,,,,1.1,0.91,0.8,,,,0.75,0.86,
2007,VEGETABLES,Capsicums,Green,2nd,$/kg,,,,,0.71,0.53,0.51,0.74,0.67,0.63,0.71,0.67,
2007,VEGETABLES,Capsicums,Green,Ave,$/kg,,,,,0.95,0.87,0.73,,,,0.73,0.73,
2007,VEGETABLES,Capsicums,Red,1st,$/kg,,,,1.75,1.32,1.12,1.07,0.85,,,0.78,0.87,
2007,VEGETABLES,Capsicums,Red,2nd,$/kg,,,,,0.85,0.64,0.64,0.67,0.73,0.85,0.78,0.69,
2007,VEGETABLES,Capsicums,Red,Ave,$/kg,,,,,1.26,1.11,1,0.74,,,0.78,0.73,
2007,VEGETABLES,Carrots,Topped-Washed,1st,$/kg,0.31,0.32,0.33,0.36,0.42,0.41,0.39,0.38,0.36,0.35,0.32,0.33,
2007,VEGETABLES,Carrots,Topped-Washed,2nd,$/kg,0.22,0.21,0.21,0.24,0.29,0.28,0.31,0.29,0.27,0.25,0.22,0.22,
2007,VEGETABLES,Carrots,Topped-Washed,Ave,$/kg,0.3,0.29,0.3,0.34,0.41,0.41,0.39,0.37,0.35,0.33,0.3,0.32,
2007,VEGETABLES,Cauliflowers,Kent,1st,$/head,0.46,0.38,0.38,0.5,0.55,0.53,0.9,0.68,0.66,0.49,0.55,0.52,
2007,VEGETABLES,Cauliflowers,Kent,2nd,$/head,0.32,0.26,0.23,0.29,0.35,0.41,0.58,0.49,0.42,0.35,0.37,0.4,
2007,VEGETABLES,Cauliflowers,Kent,Ave,$/head,0.42,0.32,0.35,0.47,0.48,0.51,0.88,0.66,0.57,0.46,0.51,0.5,
2007,VEGETABLES,Cauliflowers,All Other,1st,$/head,0.43,0.36,0.37,0.38,0.51,0.45,0.82,0.59,0.65,0.45,0.47,0.51,
2007,VEGETABLES,Cauliflowers,All Other,2nd,$/head,0.31,0.28,0.27,0.25,0.33,0.34,0.62,0.42,0.47,0.34,0.35,0.38,
2007,VEGETABLES,Cauliflowers,All Other,Ave,$/head,0.38,0.34,0.34,0.34,0.47,0.42,0.76,0.54,0.6,0.42,0.44,0.48,
2007,VEGETABLES,Celery,All Washed,1st,$/kg,,0.65,,,0.68,0.64,0.58,0.52,0.5,0.49,0.47,0.47,
2007,VEGETABLES,Celery,All Washed,2nd,$/kg,,0.51,,,,0.48,0.48,0.45,0.41,0.4,0.4,0.36,
2007,VEGETABLES,Celery,All Washed,Ave,$/kg,,0.61,,,,0.63,0.56,0.5,0.48,0.47,0.46,0.45,
2007,VEGETABLES,Courgettes,All Varieties,1st,$/kg,,,,,,0.75,1.02,0.92,1.09,0.94,,,
2007,VEGETABLES,Courgettes,All Varieties,2nd,$/kg,,,,,,0.58,0.56,0.77,0.78,0.73,,,
2007,VEGETABLES,Courgettes,All Varieties,Ave,$/kg,,,,,,0.69,0.91,0.88,1,0.87,,,
2007,VEGETABLES,Cucumbers,All Varieties,1st,$/kg,,0.91,0.75,0.69,0.62,0.57,0.53,0.51,0.56,0.68,,,
2007,VEGETABLES,Cucumbers,All Varieties,2nd,$/kg,,,0.57,0.5,0.43,0.4,0.36,0.35,0.38,0.5,,,
2007,VEGETABLES,Cucumbers,All Varieties,Ave,$/kg,,,0.74,0.66,0.58,0.53,0.49,0.47,0.51,0.63,,,
2007,VEGETABLES,Dwarf, French or Kidney,1st,$/kg,,,,,,,,,1.77,1.8,1.62,1.64,
2007,VEGETABLES,Dwarf, French or Kidney,2nd,$/kg,,,,,,,,1.07,1.57,1.48,1.28,,
2007,VEGETABLES,Dwarf, French or Kidney,Ave,$/kg,,,,,,,,1.68,1.73,1.6,1.58,,
2007,VEGETABLES,Leeks,Trimmed,1st,$/kg,0.78,0.8,0.78,0.73,0.75,1,1.06,0.98,0.92,0.93,0.93,0.89,
2007,VEGETABLES,Leeks,Trimmed,2nd,$/kg,0.6,0.63,0.59,0.48,0.53,,0.91,0.79,0.71,0.72,0.68,0.62,
2007,VEGETABLES,Leeks,Trimmed,Ave,$/kg,0.74,0.76,0.73,0.67,0.7,,1.05,0.94,0.87,0.89,0.89,0.84,
2007,VEGETABLES,Lettuce,Butterhead - Indoor,1st,$/head,0.28,0.29,0.27,0.3,0.28,0.27,0.25,0.23,0.24,0.24,0.26,0.29,
2007,VEGETABLES,Lettuce,Butterhead - Indoor,2nd,$/head,0.22,0.22,0.19,0.2,0.19,0.19,0.19,0.18,0.18,0.17,0.16,0.18,
2007,VEGETABLES,Lettuce,Butterhead - Indoor,Ave,$/head,0.27,0.29,0.26,0.29,0.27,0.25,0.24,0.23,0.23,0.24,0.25,0.29,
2007,VEGETABLES,Lettuce,Cos,1st,$/head,,,,0.65,0.45,0.39,0.42,0.43,0.41,0.4,0.44,,
2007,VEGETABLES,Lettuce,Cos,2nd,$/head,,,,0.5,0.33,0.29,0.33,0.32,0.31,0.32,,,
2007,VEGETABLES,Lettuce,Cos,Ave,$/head,,,,0.62,0.44,0.38,0.4,0.41,0.39,0.38,,,
2007,VEGETABLES,Lettuce,Crisp-Iceberg Type,1st,$/head,,,,0.47,0.29,0.29,0.33,0.37,0.3,0.28,0.47,,
2007,VEGETABLES,Lettuce,Crisp-Iceberg Type,2nd,$/head,,,,0.37,0.2,0.22,0.26,0.27,0.22,0.21,,,
2007,VEGETABLES,Lettuce,Crisp-Iceberg Type,Ave,$/head,,,,0.46,0.27,0.27,0.31,0.35,0.28,0.26,,,
